41.96602546,12.39450074
41.98031924,12.43569948
41.98644416,12.47140504
41.98644416,12.50985719
41.98011507,12.55009461
41.9750105,12.5967865
41.93977782,12.60296631
41.93977782,12.56039429
41.94182083,12.51919556
41.94182083,12.48417664
41.94182083,12.429245
41.93773475,12.38186646
41.91985508,12.37980652
41.92087691,12.40493774
41.92189872,12.43652344
41.92087691,12.47085571
41.92087691,12.5038147
41.92087691,12.54364014
41.92292052,12.58071899
41.92292052,12.60887146
41.90145934,12.61642456
41.90350357,12.58346558
41.90350357,12.55325317
41.90759184,12.52029419
41.90554774,12.47909546
41.90554774,12.44132996
41.90452566,12.41386414
41.90145934,12.38296509
41.8794797,12.3815918
41.88408071,12.42416382
41.8861255,12.45849609
41.88714787,12.48733521
41.89123719,12.52098083
41.89225948,12.55325317
41.89328175,12.58895874
41.87078798,12.60818481
41.87078798,12.57385254
41.87078798,12.5340271
41.87129929,12.50450134
41.87487835,12.46536255
41.87334449,12.43789673
41.87794595,12.41867065
41.87538963,12.38708496
41.85442391,12.37884521
41.86056093,12.41386414
41.86311785,12.45300293
41.86465195,12.48458862
41.86567466,12.52304077
41.86669736,12.55737305
41.86465195,12.59033203
41.84265964,12.5944519
41.84521728,12.54776001
41.84675181,12.5038147
41.85237811,12.46536255
41.85237811,12.42965698
41.83805565,12.38433838
41.8421481,12.43240356
41.84419424,12.47360229
41.84419424,12.51754761
41.84419424,12.55050659
41.84265964,12.59719849
41.81656595,12.57659912
41.81042471,12.52990723
41.80940111,12.48802185
41.81400717,12.45162964
41.81554245,12.41455078
41.79046161,12.43034363
41.79302133,12.48252869
41.79404519,12.51960754
41.80223547,12.55805969
